tweet_id,tweet,emotion
29-08-2019 01:26,b'Grrrrrrrr so idiot yet so stupid!!!!\n\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n#angry\n#stupidgirl',not relevant
29-08-2019 00:45,b'Watched a few episodes of Tangled: The Series for the first time in a while. Really hoping that Angry and Red come\xe2\x80\xa6 https://t.co/KG16m7arVh',not relevant
28-08-2019 23:46,b'Current mood! #angry https://t.co/yng7fTfKh0',angry
28-08-2019 23:41,"b""@British_Airways No they don't respond. I am now 6 weeks and no resolution. Absolute joke. #BritishAirways\xe2\x80\xa6 https://t.co/Aw1A0290V3""",not relevant
28-08-2019 23:09,b'@Kgskins26 @HogfarmerChris @Steph_Crites_ Let\xe2\x80\x99s just clarify this....cause you typed it under mentioning Rich &amp; Ste\xe2\x80\xa6 https://t.co/lKWbl5GxYc',not relevant
28-08-2019 23:00,b'RT @ashindestad: Feeling #angry at The Queen for carrying out her constitutional duty? Join @RepublicStaff to campaign for a democratic alt\xe2\x80\xa6',angry
28-08-2019 22:16,"b""Feel free to meme away. You're welcome. #Bunny #Rabbit #Angry #Meme https://t.co/dLwZEAIhEL""",angry
28-08-2019 21:18,b'@garius That\xe2\x80\x99s the end of the Uk as we know it ! #angry',angry
28-08-2019 20:33,"b""RT @ProMediaRes1: I'm so #Angry tonight. A referendum won on lies &amp; deceit. An unelected PM using dirty tricks to deprive the ppl &amp; their e\xe2\x80\xa6""",angry
28-08-2019 20:27,"b""I'm so #Angry tonight. A referendum won on lies &amp; deceit. An unelected PM using dirty tricks to deprive the ppl &amp; t\xe2\x80\xa6 https://t.co/aaALnWz9Id""",angry
28-08-2019 20:05,b'#HKlastwords \nThey are taking our everything!!!#angry https://t.co/EVjg88iLBZ',angry
28-08-2019 18:32,"b'Cannot believe companies still use @MyHermesFail , never have I experienced such an incompetent level of customer s\xe2\x80\xa6 https://t.co/rhhcHYwa73'",not relevant
28-08-2019 18:10,b'This \xf0\x9f\x91\x87\xf0\x9f\x8f\xbe #Angry https://t.co/Wtn30G9bmL',not relevant
28-08-2019 17:39,b'RT @KaitoKuraiko: Short hair for the win! \xe2\x99\xa5\n\n#red #drawing #digitalart #shorthair #bigeyes #pout #angry #look #zeichnung #artist #clipstudi\xe2\x80\xa6',not relevant
28-08-2019 17:38,b'Short hair for the win! \xe2\x99\xa5\n\n#red #drawing #digitalart #shorthair #bigeyes #pout #angry #look #zeichnung #artist\xe2\x80\xa6 https://t.co/Cg5l8KFKuN',angry
28-08-2019 17:14,b'RT @ashindestad: Feeling #angry at The Queen for carrying out her constitutional duty? Join @RepublicStaff to campaign for a democratic alt\xe2\x80\xa6',angry
28-08-2019 16:40,b'RT @ashindestad: Feeling #angry at The Queen for carrying out her constitutional duty? Join @RepublicStaff to campaign for a democratic alt\xe2\x80\xa6',angry
28-08-2019 15:26,"b'My Fucking God! @AlgiersMusic...\n\nAlgiers - ""Can the Sub_Bass Speak?"" (Official Visual) https://t.co/pSFkG04xOv v\xc3\xada\xe2\x80\xa6 https://t.co/7wwF0kWK5i'",not relevant
28-08-2019 15:24,"b'@dunkindonuts My #SipPeelWin ""Feeling Lucky"" codes STILL aren\'t working.\n#Rude #ScamAlert #CoffeeBlues #Angry'",angry
28-08-2019 15:21,"b'RT @edgeoftolerance: On the NEXT EOT...\n\n""IS CORN THE SILENT KILLER?"" - pod27\n\nevery WEDNESDAY\n\n#rage #rant #vent #relief #sad #angry #mad\xe2\x80\xa6'",not relevant
28-08-2019 15:20,"b""Full Podcast Episode: D'Angelo M. Lowe, Esq. Talks Law\n\nD\xe2\x80\x99Angelo Lowe is an attorney who was born in the impoverish\xe2\x80\xa6 https://t.co/hKoiLDAEAM""",not relevant
28-08-2019 15:13,"b""Don't Squeeze the tiny Half orc! \nyou might lose a finger if not more!\n#Dnd #Halforc #Angry #Cute #Smollbean https://t.co/5XOQtBWp63""",angry
28-08-2019 14:43,b'@cyclisethecity I\xe2\x80\x99m sooo #angry about everything today \xf0\x9f\x98\xa1',angry
28-08-2019 14:37,b'@cultkoo Im #angry jin. and you?',angry
28-08-2019 13:50,"b'@niallmcveigh #angry.\n""slumlords"" is a good word. Works for me.'",angry
28-08-2019 13:36,b'RT @naushabahkhan: Damning Ofsted report for #medwaycouncil on children services receiving \xe2\x80\x98inadequate\xe2\x80\x99. Tories gov have starved our servic\xe2\x80\xa6',not relevant
28-08-2019 10:23,b'Last seen chart for Andrea Knabel #astrology #birthcharts #eventastrology #lastseen #withsister #angry #fighting\xe2\x80\xa6 https://t.co/6KCCEP5lta',angry
28-08-2019 09:09,"b""Being #angry, #anxious, #defeated are not God's plans for you.\n.\nReach out to us at: https://t.co/0marATwvQj\n.\xe2\x80\xa6 https://t.co/5HnBgInxSX""",angry
28-08-2019 08:23,b'#Angry #chemists threaten to #boycott #Cipla products if it ventures into e-pharmacy business\xe2\x80\xa6 https://t.co/PfJf8RkEDo',not relevant
28-08-2019 05:19,b'RT @mnt: Feeling angry: Mental health and what to do https://t.co/1R8TqOsmKV @mnt #anger #angry',angry
28-08-2019 05:14,b'Type of #omnivoreus and #religious  people in #india can #eat #nonveg #food on #monday but need to wait till\xe2\x80\xa6 https://t.co/V5XK1kc57T',not relevant
28-08-2019 05:04,b'RT @RealJudgeLynn: #Wife #Dude #Sidechick #baby. Don\xe2\x80\x99t get #angry in rotation so ur whole #life is an ongoing escalation. U have to find a\xe2\x80\xa6',angry
28-08-2019 04:25,"b""You can't control other people's anger, but you can control how you respond to yours.\n#youngjustice #teentitans\xe2\x80\xa6 https://t.co/9ZacnIsmhM""",not relevant
28-08-2019 03:17,b'Done letting you use me as a crutch \xf0\x9f\x98\xa4 #angry #donewithyou',angry
28-08-2019 02:09,b'Dragon eating spastic\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n#meme #funny #spastic #angry #mad #lostit https://t.co/SQTFOU0siJ',not relevant
28-08-2019 01:48,"b'RT @reactionvidehoe: ""hey bitch what\'s up bitch suck my dick bitch"" #relationships #men #angry #crying #freakout https://t.co/NhwfiIHIfd'",angry
28-08-2019 01:32,"b""RT @YadavVaishna: Sometimes I just want to sit #alone \nI'm not #angry I'm not #Sad \nI just want to be alone.... https://t.co/ZbmGMp45ux""",angry
28-08-2019 01:16,"b'Premium High quality #LaptopSkins - #Angry #Wolf #Art for your Macbook Air, Macbook Pro, Macbook Pro Retina, and PC\xe2\x80\xa6 https://t.co/7Eguk41Ium'",angry
28-08-2019 00:55,"b'#Eduardo }practicing #angry on me for Last Fire. @ Newark, New Jersey https://t.co/HxZQXo7227'",angry
28-08-2019 00:51,b'All I need to do to upset my fiance is steal her cheetah print shower cap and parade around the apartment in my mon\xe2\x80\xa6 https://t.co/qPpiInnbJE',not relevant
28-08-2019 00:48,"b""RT @YadavVaishna: Sometimes I just want to sit #alone \nI'm not #angry I'm not #Sad \nI just want to be alone.... https://t.co/ZbmGMp45ux""",not relevant
27-08-2019 23:21,b'feeling #angry https://t.co/ZxMPxPGMc9',not relevant
27-08-2019 22:22,b'Is It #Good to #Sleep When #Angry? https://t.co/ZSfQsYkTmu #Good #Sleep #Angry',angry
27-08-2019 22:01,"b'On the NEXT EOT\n@thatphoenix84 @thatpapaza \n\n""NAUGHTY or NICE: Pumpkin Spice""-pod28\nevery WEDNESDAY\n\n#rage #rant\xe2\x80\xa6 https://t.co/Y48jryXrhT'",not relevant
27-08-2019 21:54,"b""Sure, I'm as #angry as anybody. However, I do not condone #blame. We are where we are, as individuals or as a socie\xe2\x80\xa6 https://t.co/wDh5eK8eO9""",angry
27-08-2019 21:53,b'@skybet is this a #joke games under way then you #Abandon a bet which #won even without the game stripped out game\xe2\x80\xa6 https://t.co/WBqr3DF7Gm',not relevant
27-08-2019 20:55,b'Normal service resumes #angry Palace tweets the love has once again gone',angry
27-08-2019 20:15,b'Can the #angry #badminded #cruel #doubters #egoists #fraudsters #ghosts #haters #idiots #johncrows #killers\xe2\x80\xa6 https://t.co/5HTZY1MASN',not relevant
27-08-2019 20:10,b'Video says it all! Make sure to watch the #ryanmckellar #memorial #skatejam on YouTube! gmskateboards also snapped\xe2\x80\xa6 https://t.co/FcXe4ds5w3',not relevant
27-08-2019 19:44,b'Film: https://t.co/oFtVKNjzET \nI get #ANGRY in this film. Not coz London\xe2\x80\x99s calling is dupe 4 Androgyny but coz a uk\xe2\x80\xa6 https://t.co/iKoYVtMxbO',angry
27-08-2019 19:00,"b""Woah! Someone's angry! Full video: https://t.co/95nmsdUBr9 #angry #wavylyfe https://t.co/euKfEWc9L4""",not relevant
27-08-2019 18:10,b'Feeling angry: Mental health and what to do https://t.co/qsmRHpFil2 @mnt_psychology #anger #angry',angry
27-08-2019 18:10,b'Feeling angry: Mental health and what to do https://t.co/x6DQR0oagP @mnt_hannah #anger #angry',angry
27-08-2019 18:10,b'Feeling angry: Mental health and what to do https://t.co/1R8TqOsmKV @mnt #anger #angry',angry
27-08-2019 17:52,"b""I'm sad that Collins didnt know better.\n\nAnd I'm #angry that she put usa in such a #dangerous position.\n\nDon't beli\xe2\x80\xa6 https://t.co/tGkX4qhAkX""",angry
27-08-2019 17:13,b'I\xe2\x80\x99m about to let me FB Author page go \xf0\x9f\xa4\xac #angry #authorpagenotchatline',not relevant
27-08-2019 16:56,b'RT @naushabahkhan: Damning Ofsted report for #medwaycouncil on children services receiving \xe2\x80\x98inadequate\xe2\x80\x99. Tories gov have starved our servic\xe2\x80\xa6',not relevant
27-08-2019 16:31,b'#blizzard  nice planing with classic comming out. We pay to sit in que for 1hour or more??? #angry\xe2\x80\xa6 https://t.co/2NWVnXfWoT',not relevant
27-08-2019 16:20,b'RT @naushabahkhan: Damning Ofsted report for #medwaycouncil on children services receiving \xe2\x80\x98inadequate\xe2\x80\x99. Tories gov have starved our servic\xe2\x80\xa6',not relevant
27-08-2019 16:20,"b'RT @edieangelo: The #MEDIA has a #RESPONSIBILITY  to #de-escalate #DIVISIVE #RHETORIC. Anger,  #crime  &amp; random #attacks are on the rise b/\xe2\x80\xa6'",not relevant
27-08-2019 15:51,"b""RT @YadavVaishna: Sometimes I just want to sit #alone \nI'm not #angry I'm not #Sad \nI just want to be alone.... https://t.co/ZbmGMp45ux""",angry
27-08-2019 15:25,"b""can't sleep sometimes makes me angry\n\n#dog #cantsleep #angry #art #illustration #illustrator #artistblock #draw\xe2\x80\xa6 https://t.co/60nzXmD78x""",angry
27-08-2019 15:14,"b'If you can\xe2\x80\x99t get #present because you\xe2\x80\x99re really #stressed or #angry, use our Maneuvers of Consciousness process to\xe2\x80\xa6 https://t.co/OsG3GxWiQY'",angry
27-08-2019 15:08,"b""RT @YadavVaishna: Sometimes I just want to sit #alone \nI'm not #angry I'm not #Sad \nI just want to be alone.... https://t.co/ZbmGMp45ux""",angry
27-08-2019 14:56,"b'The #MEDIA has a #RESPONSIBILITY  to #de-escalate #DIVISIVE #RHETORIC. Anger,  #crime  &amp; random #attacks are on the\xe2\x80\xa6 https://t.co/DXCmhREyd8'",not relevant
27-08-2019 13:51,b'RT @TheMindsJournal: Every Time you get Upset\n#advice #angry #introspect #upset #Wisdom https://t.co/tDEllkgn9H',angry
27-08-2019 13:45,b'Every Time you get Upset\n#advice #angry #introspect #upset #Wisdom https://t.co/tDEllkgn9H',angry
27-08-2019 13:00,"b""To my #beautiful #blackwoman why are you all, always so #angry? Like whats the reason for it \xf0\x9f\xa4\x94 I just don't get it \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f""",not relevant
27-08-2019 12:58,b'The #Consevatives are the #Angry people. \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82 https://t.co/f8SXiyYsS6',angry
27-08-2019 04:02,"b""RT @YadavVaishna: Sometimes I just want to sit #alone \nI'm not #angry I'm not #Sad \nI just want to be alone.... https://t.co/ZbmGMp45ux""",angry
31-08-2019 19:11,"b'@Arhaus Ordered furniture month ago, had delivered today, but missing key pieces from bed, specifically from base!!\xe2\x80\xa6 https://t.co/jBHNWPOk4c'",angry
31-08-2019 18:51,b'Seriously people USE YOUR DAMN BLINKERS!!!!! #angry #Houston https://t.co/L0LxJYt247',angry
31-08-2019 18:46,b'Dad stop\nForcing me to\nsmile and laugh\nI am not a dog or cat\nI will\nSmile and laugh\nOn my terms\nThanks.\xe2\x80\xa6 https://t.co/jfcG65rtb8',angry
31-08-2019 18:37,"b""Did I will\nStarted smiling\nAnd being respectful\nWhen people aren't going to try to cure\nPtsd\nAnd autism\nBut accept\xe2\x80\xa6 https://t.co/D8hi2KzXOa""",angry
31-08-2019 18:26,b'Sadio Manes angry stare will haunt my nightmares #Mane #angry #LFC',angry
31-08-2019 18:21,b'Since the TV\nIndustry\nLooks down upon\nMy fellow sufferers\nOf PTSD\nI look at the TV with derision\nLook down at it\nI\xe2\x80\xa6 https://t.co/x2jA01kIIY',angry
31-08-2019 18:06,"b'PTSD is a form\nOf stress, anxiety, and worry\nIt is not a flipping\nExcuse to\nAct like animal\nSo criminals grow up\nAn\xe2\x80\xa6 https://t.co/reF02y4ZWd'",angry
31-08-2019 17:55,b'Feeling irritated by others? Be thankful that your annoyed because....\n\n#annoyed #angry https://t.co/BfgnDYjQZ6',angry
31-08-2019 17:19,"b""I've got a hilarious video of what we could hear outside the Barrow FC dressing room after their 3-2 defeat at\xe2\x80\xa6 https://t.co/tZRrutn4AW""",angry
31-08-2019 16:32,b'All Hong Kong People Feeling right now ...... \n#HongKongProtesters \n#LiberateHK \n#Angry #terrorism https://t.co/oANj8WYoRk',angry
31-08-2019 16:27,b'WHAT THE FUCK IS HAPPENING IN THIS THREAD?!\n#antiELAB\n#PoliceBrutality \n#Angry https://t.co/PK8eaPNim1',angry
31-08-2019 16:23,b'Are you #tangry ?#Tired and #Angry  Here are some unexpected #symptomes that you are not getting enough #sleep As s\xe2\x80\xa6 https://t.co/cYMviIGfuU',angry
31-08-2019 16:13,"b""RT @TheTwinPowers: Don't get #angry at those who'd do you harm, they're already in great #pain and #anger doesn't help them or you. \n\n.\n\n#E\xe2\x80\xa6""",angry
31-08-2019 16:11,b'I have nothing to say as I am so angry \xf0\x9f\x98\xa0 This is terrorist attack!!!l\n\n#hongkongprotest\n#PoliceBrutality \n#Angry https://t.co/YtALKznvG6',angry
31-08-2019 16:09,b'RT @jmichael8787: I find it crazy that @SUBWAY would make sliders and not allow someone to change what vegetables come with it. Had a very\xe2\x80\xa6',angry
31-08-2019 15:56,"b'RT @TheaSpaanstra: @nasrene41 How could they!!!!!!! Poor little dog, see those sad eyes; this makes me so #ANGRY!!!!\xf0\x9f\xa4\xac I hope that she will\xe2\x80\xa6'",angry
31-08-2019 15:48,"b'Happening in Hk on 31/8, please see @hkpoliceforce treated the hk residents violently #FreeHongKong #FreeHK\xe2\x80\xa6 https://t.co/HFU7VApjBg'",angry
31-08-2019 15:36,b'@bet365 your app is fcuking useless. Can\xe2\x80\x99t even cash out because yet again a bloody problem. Thanks for costing me money! #Angry',angry
31-08-2019 15:33,"b""#Angry in #LeamingtonSpa\n#StopTheCoup \nDon't allow democracy to be blocked!\nTake back control from self-centred dis\xe2\x80\xa6 https://t.co/5Dx32NpykJ""",angry
31-08-2019 15:19,"b'@nasrene41 How could they!!!!!!! Poor little dog, see those sad eyes; this makes me so #ANGRY!!!!\xf0\x9f\xa4\xac I hope that she\xe2\x80\xa6 https://t.co/xF4VgmkVwv'",angry
31-08-2019 15:07,b'How will I spend another weekend? Wasting my time dealing with @TMobile... can I charge you for my time? #CustomerExperience #service #Angry',angry
31-08-2019 15:04,b'I find it crazy that @SUBWAY would make sliders and not allow someone to change what vegetables come with it. Had a\xe2\x80\xa6 https://t.co/8UvRql49w8',angry
31-08-2019 13:56,b'Stop being #angry! Turn from your rage! Do not lose your temper \xe2\x80\x93\xc2\xa0it only leads to harm. - #Psalm 37:8.\xe2\x80\xa6 https://t.co/mX6YOWM9Cy',angry
31-08-2019 11:24,"b'When you are #angry, you resist the change you want. #anger blocks growth, it creates a lower vibration in the ener\xe2\x80\xa6 https://t.co/n9f1YjnFkU'",angry
31-08-2019 10:04,b'Your phone doesn\xe2\x80\x99t auto correct When you are typing in all caps because it thinks you are extremely #angry and it d\xe2\x80\xa6 https://t.co/7oKpSi9ioM',angry
31-08-2019 09:52,"b""Don't get #angry at those who'd do you harm, they're already in great #pain and #anger doesn't help them or you.\xe2\x80\xa6 https://t.co/8aJ6pNNI9F""",angry
31-08-2019 09:40,"b""The lawyer\xe2\x80\x99s dog\n\nA lawyer's dog, running about unleashed, beelines for a butcher shop and steals a roast. Butcher\xe2\x80\xa6 https://t.co/tEDMyxMpip""",angry
31-08-2019 09:04,"b'RT @No55627293: there is no point in taking a business class at @EtihadAirways .  they will still lose your luggage, have a person who hang\xe2\x80\xa6'",angry
31-08-2019 09:04,"b'there is no point in taking a business class at @EtihadAirways .  they will still lose your luggage, have a person\xe2\x80\xa6 https://t.co/xVQ8XfGwmj'",angry
31-08-2019 07:48,b'Can someone tell me why I am so UNBEARABLY TIRED but CANNOT FALL ASLEEP!! #angry',angry
31-08-2019 07:27,b'RT @JoPerryAuthor: What @MRPhill25 said. \nHow much does yr #pumpkinspicething cost?\nNot to buy books with this deal would be #criminal.\nNot\xe2\x80\xa6',angry
31-08-2019 06:05,b'Ever noticed FB reaction buttons look a lot like a relationship from start-finish?\xf0\x9f\xa4\xa3 #hello #love #hilarious #wow #sad #angry',angry
31-08-2019 05:30,b'RT @Rachjr1: @maddow How can we just allow our #Election2020 to be #hacked again! When will the #people start to get #angry ? This is such\xe2\x80\xa6',angry
31-08-2019 05:27,b'RT @WHYCNunhead: So many problems with our current education system but a key one for us is vulnerable 16/18 year olds with multiple issues\xe2\x80\xa6',angry
31-08-2019 05:09,b'RT @JoPerryAuthor: What @MRPhill25 said. \nHow much does yr #pumpkinspicething cost?\nNot to buy books with this deal would be #criminal.\nNot\xe2\x80\xa6',angry
31-08-2019 04:11,b'RT @Fatboikam: The sound kicks in a 3 seconds This is Just outrageous it\xe2\x80\x99s no way in hell this should be like this Y\xe2\x80\x99all are just so opposi\xe2\x80\xa6',angry
31-08-2019 03:31,b'@RecologySF @RecologyWZ #garbage truck keeps hitting my daughters basketball hoop. What can I do? It\xe2\x80\x99s now damaged\xe2\x80\xa6 https://t.co/nqzRo3fU0Q',angry
31-08-2019 03:05,"b'@Uber This is another way to reach you, because IT IS SO BLOODY HARD TO REACH YOU GUYS. \n#DISSAPOINTED \n#ANGRY'",angry
31-08-2019 02:43,b'RT @JoPerryAuthor: What @MRPhill25 said. \nHow much does yr #pumpkinspicething cost?\nNot to buy books with this deal would be #criminal.\nNot\xe2\x80\xa6',angry
31-08-2019 01:54,"b'RT @MorimotoNapa: Book your next event with us, we can accommodate all large parties in our private dining room or in our beautiful neighbo\xe2\x80\xa6'",angry
31-08-2019 01:31,"b'Book your next event with us, we can accommodate all large parties in our private dining room or in our beautiful n\xe2\x80\xa6 https://t.co/x4UvAOdStH'",angry
30-08-2019 23:09,"b""And again a customer told me a lie. So fucking hate it when people #lie to me, don't bloody do that please.\nManager\xe2\x80\xa6 https://t.co/pM8qUruDzB""",angry
30-08-2019 21:36,b'The healing process began when I joined a support group for victims of A crappy little hand. \xf0\x9f\x99\x8e\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n#Eggs #Angry',angry
30-08-2019 21:33,b'#barryisland was ok. The beach was lovely but there still some lazy us people out there who can\xe2\x80\x99t be bothered to pu\xe2\x80\xa6 https://t.co/iKCetUDhX5',angry
30-08-2019 21:06,"b""RT @StefaniaCiocia: Worth also reiterating that #SettledStatus is in breach of pre-referendum promise that our rights wouldn't change.\n\nI h\xe2\x80\xa6""",angry
30-08-2019 20:55,b'Why do people have to be so rude \xf0\x9f\x98\xa1 why did I just find out a friend passed away this month. #sad #angry #ripfriend',angry
30-08-2019 20:20,"b""Worth also reiterating that #SettledStatus is in breach of pre-referendum promise that our rights wouldn't change.\xe2\x80\xa6 https://t.co/UtloYzlaTL""",angry
30-08-2019 19:16,b'@directtv #att the worst service EVER call in and required code never even set up but would not help\xe2\x80\xa6 https://t.co/tZOvkKVMDW',angry
30-08-2019 19:14,b'@directtv worst ever customer service experience EVER #candy #CustomerExperience #customerservicefail #angry #theworst #satalitetv',angry
30-08-2019 19:06,b'@directtv  won\xe2\x80\x99t help without secret code.... I\xe2\x80\x99ve give. Name address phone WHY #customerservicefail #DirectTV\xe2\x80\xa6 https://t.co/U5tzGLm0tm',angry
30-08-2019 18:31,"b""When you use someone's things please return it where you take it from! Ok? \nAyaw pag hinilas bi! \nGiyabag yabag pa\xe2\x80\xa6 https://t.co/Oy61LqUDyP""",angry
30-08-2019 18:13,b'Why dies bad things gappen to good people?\n#angry\n#sad\n#loveyou',angry
30-08-2019 18:01,b'Have you ever walked away from three people or more moodily with only a peace sign held behind your back as your ov\xe2\x80\xa6 https://t.co/ICS5YHaAhZ',angry
30-08-2019 17:44,"b""Playtime at the iron jungle again! Let's do this!\n\n#gym #freeweights #deadlift #squats #benchpress #angry #music\xe2\x80\xa6 https://t.co/gyCzW7kqjb""",angry
30-08-2019 17:36,b'@maddow How can we just allow our #Election2020 to be #hacked again! When will the #people start to get #angry ? Th\xe2\x80\xa6 https://t.co/VA0C0eZM21',angry
30-08-2019 17:28,"b'RT @GB_MANIAC: Just read an article about the Triple homicide in Va describing the Killer as loving, caring etc it\xe2\x80\x99s almost disgusting that\xe2\x80\xa6'",angry
30-08-2019 16:32,"b'Just read an article about the Triple homicide in Va describing the Killer as loving, caring etc it\xe2\x80\x99s almost disgus\xe2\x80\xa6 https://t.co/l4n6fXbUkR'",angry
30-08-2019 16:13,b'Paid 100$ on Kickstarter for the game #ReLegend to get two beta keys. You would think I would get beta access befor\xe2\x80\xa6 https://t.co/pQgU3CIOZG',angry
30-08-2019 15:05,"b'""The #truth is, everything that has happened had to happen. It was a growth experience. If you stay #angry, #hurt,\xe2\x80\xa6 https://t.co/gkdLxpnKdM'",angry
30-08-2019 14:37,b'Ever have a guy trick you into coming over to do the dishes and then to leave again? #confused #angry',angry
30-08-2019 13:27,b'@nypost Really omg that person who is suing #popeyes over selling out their sandwiches must be Fat and #Angry',angry
30-08-2019 13:13,"b'""Speaking the truth in love"" requires much more strength than speaking the truth in anger. #angry #strong #Bible\xe2\x80\xa6 https://t.co/tk1U5vTKKD'",angry
30-08-2019 12:51,b'RT @go2alexUK: Not good at all @RAIL @Clinnick1 magazine stuffed towards the back of the magazine display away from the main rail magazines\xe2\x80\xa6',angry
30-08-2019 12:26,"b""#MotherNature does not like denial. She's a real MOTHER when she's #Angry. https://t.co/1O3dW9zcRT""",angry
30-08-2019 12:20,"b'@OWfs19 OUTRAGEOUS comment, this is an insult which I will not forgive.  #Angry #Wasteman #WFS19'",angry
30-08-2019 11:08,"b""RT @VanelleLyn: WHITE PRIVILEGE AT ITS FINEST. Tell me it ain't real. #angry https://t.co/rATgUm7JTr via @Yahoo""",angry
30-08-2019 10:43,"b'Van driver aggressively overtakes into incoming traffic, cutting up car to teach cyclist a lesson\xe2\x80\xa6 https://t.co/zsPOqWtJJX'",angry
30-08-2019 10:31,"b'Does anyone feel like this daily? I watch the news and want to do this consistently,  #frustrated #Angry\xe2\x80\xa6 https://t.co/oBtKAvrmlK'",angry
30-08-2019 10:16,b'Not good at all @RAIL @Clinnick1 magazine stuffed towards the back of the magazine display away from the main rail\xe2\x80\xa6 https://t.co/hBADlQMF2F',angry
30-08-2019 08:08,b'Just disgusting @greateranglia that there have been no trains between Harlow Town to Liverpool St after 6am this mo\xe2\x80\xa6 https://t.co/s3qEdMoP4m',angry
30-08-2019 05:37,"b'RT @ellenjaynee: Sometimes it makes me so angry &amp; upset when you try to help someone for MONTHS, you go through that person being aggressiv\xe2\x80\xa6'",angry
30-08-2019 05:20,"b'RT @indicanews1: We are very angry and so our community,\xe2\x80\x9d said Harnek Singh Kang, son-in-law of 64-year-old Parmjit Singh, a Sikh who was b\xe2\x80\xa6'",angry
30-08-2019 05:15,"b'Sometimes it makes me so angry &amp; upset when you try to help someone for MONTHS, you go through that person being ag\xe2\x80\xa6 https://t.co/0q6AzSuLf5'",angry
30-08-2019 02:27,b'@sonicdrivein what\xe2\x80\x99s the point in order ahead if I still have to wait in a stall 15+ mins to get cold food and unsw\xe2\x80\xa6 https://t.co/SfXO7U2MoQ',angry
30-08-2019 02:11,"b'@whatsbruinshow Nope, just getting the plate number of the bandwagon that ran over my hopes and dreams for adequate\xe2\x80\xa6 https://t.co/e2ynqGxAR6'",angry
29-08-2019 23:32,b'Ok now I\xe2\x80\x99m #angry this guy thinks he can trick me with his #fakebeats I\xe2\x80\x99m not stupid I know this is not #realbeats\xe2\x80\xa6 https://t.co/0YOnoRLToT',angry
29-08-2019 22:47,"b'@calphonso With a lot of moms today and the conversation was the #cellphone ban. They were #confused, they were\xe2\x80\xa6 https://t.co/j8QLsrlfc3'",angry
29-08-2019 22:45,b'RT @ashindestad: Feeling #angry at The Queen for carrying out her constitutional duty? Join @RepublicStaff to campaign for a democratic alt\xe2\x80\xa6',angry
29-08-2019 21:59,b'RT @WHYCNunhead: So many problems with our current education system but a key one for us is vulnerable 16/18 year olds with multiple issues\xe2\x80\xa6',angry
29-08-2019 21:13,"b""That feeling when a good friend tells you she's been given 3-6 months thanks to that f*cking C word....\n\nand that f\xe2\x80\xa6 https://t.co/kUS1uNHcV9""",angry
29-08-2019 21:11,"b""@USDirectExpress What's going on with #DirectExpress system? When I tried to enter my number, the woman says THE SY\xe2\x80\xa6 https://t.co/cshhrsfwxf""",angry
29-08-2019 21:00,b'I went to Dunkin today because my daughter likes the grape colada.These franchises are going down the tubes. It was\xe2\x80\xa6 https://t.co/CichhdG81t',angry
29-08-2019 20:57,"b'@attacks devastated by #HurricaneMaria, Puerto Rico faced the threat of another severe storm: #HurricaneDorian. And\xe2\x80\xa6 https://t.co/mgxQA0YZEF'",angry
29-08-2019 20:46,"b'RT @ChrisThaLuver: This is the #UNHINGED Left! His hateful rhetoric &amp; #liberal tears r fuel 2 our success! Lou, you will 1 day learn, #Trum\xe2\x80\xa6'",angry
29-08-2019 20:42,"b'This is the #UNHINGED Left! His hateful rhetoric &amp; #liberal tears r fuel 2 our success! Lou, you will 1 day learn,\xe2\x80\xa6 https://t.co/XC9MKJWJ06'",angry
29-08-2019 20:03,b'Why yes he did use white Nationalist BS for his Campaign... openly #angry',angry
29-08-2019 19:47,"b'#no to children going hungry, no to poorly being without meds,  no to show projects and reduced school funding, no\xe2\x80\xa6 https://t.co/iuVX5TAHIE'",angry
29-08-2019 18:45,"b'This story is #promising enough to make the readers #sad, #happy, #angry, content and anxious all rolled into 415\xe2\x80\xa6 https://t.co/OIci5ePPTz'",angry
29-08-2019 18:35,b'@firstdirect locked out of my account - tried today for 40 minutes to get access via your call centre - still unres\xe2\x80\xa6 https://t.co/QOkNtHktZu',angry
29-08-2019 17:58,b'@AsdaServiceTeam 19 items missing from a delivery ridiculous have been refunded and going elsewhere as the shop wan\xe2\x80\xa6 https://t.co/Dp1BbZ6IVC',angry
29-08-2019 17:03,"b'@bt_uk When digging up roads, sort your traffic management! Yr hopeless temp traffic lights at Pool in Wharfdale, Y\xe2\x80\xa6 https://t.co/U4rCoo2qNP'",angry
29-08-2019 16:59,"b'RT @Eivissa749: @Polska82 Dear South Africans, please know that we the people have no say in what these politicians here do. We in Belgium\xe2\x80\xa6'",angry
29-08-2019 16:19,"b""Things I'm frustrated about: a \xf0\x9f\xa7\xb5\n\n#vent #frustrated #millennial #angry #twitterrant""",angry
